request_id,ip_origem,url_uri,metodo_http,user_agent,headers_extras,query_params,body,cookies,tamanho_requisicao,taxa_requisicoes_1m,tls_fingerprint,geolocalizacao,reputacao_ip,historico_sessao,label,tipo_ataque
437ab881,99.82.54.97,/search,POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""1; DROP TABLE users""}",session_id=67201c55-ae91-4c11-8d0e-c441b1134eb6;,171,11,8febcf40c5e41a34b43c19d9546a332b,FR,0.27,previously_flagged,suspeita,sqli
f885e3f1,181.156.155.93,/login,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,"user=' UNION SELECT null, username, password FROM users--",,session_id=45167089-2980-4bca-afa3-a7b8327d09ae;,716,8,483c599e9ba450ebf8bfb56277c12362,US,0.48,previously_flagged,suspeita,sqli
ff4a7d01,8.45.130.7,/login,POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""anthony23"", ""pass"": ""******""}",session_id=b67c6ad7-68f3-446c-a00e-8fecf7020ace; theme=dark,334,2,c4114ea3dae4e9cc86459411bb4fbb45,IN,0.84,new,normal,none
8652f5a0,118.158.201.223,/search,GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,user=' OR 1=1 --,,session_id=65544589-68ad-48c0-8cf8-8825d783cbf9;,694,12,4a98ec61160bf0e6b77427624b3f4516,DE,0.08,new,suspeita,sqli
0181cde2,46.82.33.251,/login,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,search=<script>alert(1)</script>,,session_id=6702bdd9-d665-4967-bd3f-ab9fbfe12033;,571,26,372700e8da0ad875204c7e5eb18bb398,BR,0.14,previously_flagged,suspeita,xss
e2c6a120,177.40.205.140,/contato,POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""kyleharvey"", ""pass"": ""******""}",session_id=db82dbe4-f848-414e-8422-c1489ca2788b; theme=dark,347,15,45dee388741608d79eb81ec9daf17c09,CN,0.76,established,normal,none
49314fde,56.50.216.144,/search,GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,user=1; DROP TABLE users,,session_id=6f9896d5-1434-49a6-b60b-4c46dc5e3121;,503,24,4cbf02623a807a218a07d22d8763f3a1,IN,0.27,previously_flagged,suspeita,sqli
e13349bb,154.86.251.165,/login,PUT,Nmap Scripting Engine,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=83b24251-feda-48ba-8741-c580dc6dacbb;,254,47,675db5cc544c2bf8f2038661c4b80c07,IN,0.21,previously_flagged,suspeita,bot
50ae49ae,89.132.175.229,/api/pedidos,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""charles09"", ""pass"": ""******""}",session_id=0a2b6904-81aa-438c-b2c5-e20e9b472963; theme=dark,427,9,0d49d2353b56b47da98067c032a8c822,IN,0.96,established,normal,none
764f94b7,166.46.161.180,/api/pedidos,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=11abaa32-eb57-49b2-abee-68dfb2341126; theme=dark,518,12,bb9d94e3a7ec512146e574a53cf4ba93,GB,0.8,new,normal,none
7bb32071,70.224.241.134,/produtos,POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""nicolecampbell"", ""pass"": ""******""}",session_id=46b3af7e-b6f6-4718-9840-964b4345be08; theme=dark,289,7,fe521cc67942ebba620702558c19d251,RU,0.77,established,normal,none
3182f6de,53.192.245.242,/admin,PUT,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=42f25915-8b9a-4b2f-b947-964fd45bc183;,708,2064,4d855969337ae4ab6e1f10097a7875e7,IN,0.13,new,suspeita,dos
5f3885eb,41.0.247.145,/contato,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=b8b5fc02-ac0b-4cc6-88fb-141043c8bc96; theme=dark,664,7,7bb32124fab08cbe07e3bf859fe41e64,GB,0.8,new,normal,none
532b233a,146.103.72.130,/search,POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,search=javascript:eval('var a=1'),,session_id=a3028d8f-3052-4cd9-8e9b-fce01d01f457;,800,29,cd71eba9b6cd7a85bdfe27be5994100f,DE,0.05,previously_flagged,suspeita,xss
ae06ce11,142.245.229.205,/api/pedidos,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=746743d9-4f64-4287-93ab-a5e1a2d5c714; theme=dark,613,1,1106f20cf084f024f63f1e79d5ced24b,DE,0.78,new,normal,none
67aefc99,180.105.52.160,/contato,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""sean91"", ""pass"": ""******""}",session_id=30320719-85a3-4fb8-8bdc-85e64e741828; theme=dark,777,3,804a7760d49c1e2d1c41e3a73e081731,IN,0.72,new,normal,none
a990db4d,79.11.208.158,/api/pedidos,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""michael59"", ""pass"": ""******""}",session_id=12bbf486-18ce-4ecb-99d7-f5f3eb39088a; theme=dark,746,2,eaec22aad8997890b3a5f23f85eaad27,IN,0.98,new,normal,none
b32e3159,77.234.167.46,/login,POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""lukesavage"", ""pass"": ""******""}",session_id=5edcd021-1835-4f79-91be-a82caa6a6ab5; theme=dark,352,2,a77269b611edadc716775502dc1cdb31,CN,0.88,established,normal,none
55dbaea6,84.11.38.54,/api/pedidos,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=1bb5ee70-12b7-4611-9949-5cebebf8d9eb; theme=dark,729,9,1d37c1eae19291a42f583d1616d1de36,US,0.93,established,normal,none
7ae9afcf,120.241.66.75,/admin,DELETE,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,search=javascript:eval('var a=1'),,session_id=7af5196d-b092-4085-8da6-42cd8162f31d;,562,18,0fa1d78d14dbdb80dde887d7631d4b7e,GB,0.48,previously_flagged,suspeita,xss
5ec3354a,14.163.119.91,/produtos,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,id=52&ref=promo,,session_id=86f40264-8a2d-4d4e-b4be-cbbf0305ba94; theme=dark,587,3,d9959adf8d7029c3f3a374bde6859465,RU,0.97,new,normal,none
d0885c1d,116.118.210.19,/download?file=..%2F..%2Fwindows%2Fwin.ini,POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=b7189630-b0c6-456c-9474-f9310ce1f78d;,249,26,c75d4ae4eab2799f8a43026a6396c764,DE,0.21,new,suspeita,path_traversal
eac3e275,113.198.201.38,/admin,GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=83312f56-ff93-49e9-999b-653ac30500b9;,159,3081,3309bce188b60d266f6a4a203577cea4,CN,0.02,previously_flagged,suspeita,dos
d737e7cf,29.181.85.31,/admin,DELETE,curl/7.68.0,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=5db023c9-962a-4835-b44d-e6b2003bbfef;,357,82,bf7e8fae9e1a32918b9a0ba1488faebc,GB,0.39,new,suspeita,bot
7c5c3faa,65.204.72.146,/api/users,DELETE,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,search=javascript:eval('var a=1'),,session_id=1e075949-f33e-42cb-b62c-7cbf1310f686;,289,9,2c9ab69f663911989399234bc2427730,BR,0.18,previously_flagged,suspeita,xss
70d71195,99.83.86.77,/produtos,GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=9d4476f1-65ff-48fa-b7ea-5e064f3ba106; theme=dark,663,6,0a7ec4155dabbfa21acc5b016a68ecd0,BR,0.83,new,normal,none
ce71acb6,110.155.35.28,/contato,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""sarahparrish"", ""pass"": ""******""}",session_id=9fd4955a-70cd-48e6-bf72-384685a9bd45; theme=dark,780,9,96163b3c4d8e40355fcf3c6486f3ea7f,BR,0.95,established,normal,none
10254e26,24.109.239.70,/login,GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,id=9&ref=promo,,session_id=cdfb0c29-208b-4f9a-8807-566e324ece50; theme=dark,358,1,c0b838049b50963da9181c8ac10d384a,BR,0.98,new,normal,none
8edd9e2f,58.121.151.129,/home,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=5c2083e2-a925-4a35-8419-89fd12083d0d; theme=dark,238,9,f84e2f74045aa41a7559892ddc7fa3ad,BR,0.93,established,normal,none
013630e1,102.172.214.98,/home,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=789a6699-037f-4c27-8fed-0ad8b713cc7e; theme=dark,533,3,8b950bbaeb2938b6f9583debcb511767,FR,0.99,new,normal,none
4d0242d9,155.1.65.33,/download?file=/var/www/html/../../../etc/shadow,POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=3f75b06d-2928-4723-a364-d5e8a6ba90bf;,599,15,4608a74e194728cff1305cf856ff038b,CN,0.52,new,suspeita,path_traversal
e1ecc6f8,166.155.49.73,/login,PUT,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""' OR 1=1 --""}",session_id=02cab6c2-4730-46fe-be6c-90976a862d81;,812,30,1268c09cc7771e4febbfb731e84c3c79,CN,0.13,previously_flagged,suspeita,sqli
340ad500,136.118.181.80,/login,POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""dwayneporter"", ""pass"": ""******""}",session_id=61fd436b-131a-4a74-bd5e-0de354bac9d6; theme=dark,273,1,1b55dfb21eef4af8ff592527528f50ed,FR,0.77,new,normal,none
3313c8cc,164.122.152.117,/produtos,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""yrodriguez"", ""pass"": ""******""}",session_id=9a7ed98a-2032-4da0-83e9-0a28638667f9; theme=dark,392,11,337d3dee11c87ae24446dcf756e9bab3,RU,0.76,new,normal,none
eb2a37bc,174.191.0.193,/download?file=..%2F..%2Fwindows%2Fwin.ini,POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=c75e714a-0a4c-4860-afb6-16cad1025d77;,654,29,c6a5408ecca07c4781407a2fcd36b4c4,US,0.4,previously_flagged,suspeita,path_traversal
cbdd629a,93.145.209.196,/contato,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""cchoi"", ""pass"": ""******""}",session_id=9b93c58d-ae8f-484f-b432-f0c10d16388e; theme=dark,580,3,f7c2751fd319ec395a136784db44a2c7,DE,0.79,new,normal,none
603518e5,34.127.92.162,/home,POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""martinezjulie"", ""pass"": ""******""}",session_id=e234cafc-7a08-429b-9a0e-a597eed80815; theme=dark,129,5,751f8ec90b831d12b0a9fe40439a4e44,FR,0.93,established,normal,none
1b3b604b,145.244.90.219,/api/pedidos,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""christopher26"", ""pass"": ""******""}",session_id=93ed81d7-463a-4b91-97fc-5f0afff82da9; theme=dark,287,1,7365eb2e0d0960215b7604a595a5b5bd,RU,0.86,new,normal,none
4ba709ea,59.237.193.19,/api/pedidos,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,id=86&ref=promo,,session_id=1aa54cc3-03fb-49f5-9957-418054f99113; theme=dark,538,5,70deb9947bc00a8068cb9a4c027de07b,IN,0.97,new,normal,none
6355180d,219.76.157.245,/login,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=a9f1bf23-93af-4091-be1e-979bac52a644; theme=dark,132,11,f7931cc5538a696a3839434b9c7d9971,BR,0.92,new,normal,none
eb29ce3b,126.181.253.201,/api/pedidos,GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=f864d4b7-8f73-4af9-83e5-fa5f75ac45bd; theme=dark,718,10,6f9af0bcca068e9eaf90441b13565f1f,DE,0.79,new,normal,none
47ccd5df,176.69.142.204,/produtos,POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""ashlee35"", ""pass"": ""******""}",session_id=b07c582a-c121-411d-a65b-9f699d0072a2; theme=dark,334,13,4621240a00d5f75d757786c939e7a7a8,IN,0.71,established,normal,none
76699e3a,105.13.211.199,/login,GET,curl/7.68.0,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=243af0a3-2d3c-4a7a-ad4d-117fe26a2907;,274,82,d25f023c277c9fde0d5efcecde82d5d1,GB,0.36,previously_flagged,suspeita,bot
1609579b,2.7.196.150,/home,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""josephhernandez"", ""pass"": ""******""}",session_id=35952468-ee45-45ad-bbdc-6e4df6112668; theme=dark,318,1,1106a91181afe5d187f33021ba6c802c,DE,0.78,new,normal,none
98697bc3,38.199.62.209,/admin,POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=214c719c-8088-4bdc-a15c-b598873ad77a;,593,4648,7e55be55af91fdd7f8eb8ccb6b28bdc7,BR,0.04,new,suspeita,dos
ff5b8bd7,66.151.100.124,/admin,POST,python-requests/2.25.1,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=28fd897f-0494-4d64-a57f-bae1b25df9a1;,560,94,1e2609fb2da36a8e332d45f93295c58f,GB,0.36,previously_flagged,suspeita,bot
cb8fc916,211.191.218.251,/contato,GET,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,id=61&ref=promo,,session_id=a8979b78-bb09-4869-a34d-376bbec21bdf; theme=dark,171,13,3537b84216c10194c9f0c5e24dd626b5,IN,0.92,established,normal,none
f5d746ad,42.61.190.218,/contato,POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""pamela86"", ""pass"": ""******""}",session_id=eae0af0f-40df-4963-ad31-42cd48a28846; theme=dark,741,6,5e858bb04615f84b8757bea893b3399c,US,0.99,established,normal,none
8a1d030d,12.114.44.91,/admin,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=6e24a390-cb4a-43f6-9243-bbba74c0db12;,523,2857,fd80f6ab0240a7c933dcf41b81fb97bd,IN,0.14,new,suspeita,dos
7c808525,29.206.217.84,/download?file=..%2F..%2Fwindows%2Fwin.ini,DELETE,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=49524a86-36e5-458a-8784-20c37511bbea;,652,17,3e50085ddf21d79687defff13bb89db0,IN,0.16,new,suspeita,path_traversal
93d9f081,89.145.102.178,/produtos,POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""james78"", ""pass"": ""******""}",session_id=154f4412-d72b-4b81-b299-c8f515be6361; theme=dark,649,2,af870f1b2e7b36cf58497e10e09677cd,CN,0.8,new,normal,none
2e12f694,166.207.148.212,/download?file=/var/www/html/../../../etc/shadow,PUT,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=baa76fc9-0e95-4b0d-bb21-419225d7a1b4;,766,2,f005b637f34876bb25bc234f22b10898,CN,0.48,previously_flagged,suspeita,path_traversal
51016379,75.92.52.142,/home,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=49648e90-360d-46bb-8e01-745d44b53ea8; theme=dark,666,4,ac72829269986d8b3dc8bfe805138e78,CN,0.97,new,normal,none
23e4b16f,157.238.34.166,/contato,POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""colinmolina"", ""pass"": ""******""}",session_id=eed5b036-73e5-4217-9bb2-72f16e1ba97a; theme=dark,393,1,3275b65e54d639faa2ec9014050b93dc,US,0.91,established,normal,none
be4f653d,50.85.129.32,/login,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,search=javascript:eval('var a=1'),,session_id=5903854d-ae8f-46f2-baec-96c82d4c90a8;,337,3,7031ba55405005ba05ce67748574933e,IN,0.16,previously_flagged,suspeita,xss
88840568,196.235.142.229,/api/pedidos,POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""ashleycruz"", ""pass"": ""******""}",session_id=e1fb1356-480f-4ffd-9ee5-de22746eb804; theme=dark,401,2,643698efeed5f568cfcf7cd5c3f6495e,US,0.84,new,normal,none
03f474f5,198.245.165.175,/login,POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""walshvictor"", ""pass"": ""******""}",session_id=900c81c6-f17b-4e2d-aa00-fd34271c7f49; theme=dark,718,10,a2b9d72cb8ad51dbac6b50049580e90d,RU,0.98,new,normal,none
53347db3,59.16.15.78,/login,PUT,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=a0775a14-211f-4cb3-91a0-9c16bb9cc0a6;,132,2928,a55e85db598588009ea134bf26ddb447,RU,0.27,new,suspeita,dos
fd5c4bb5,201.180.86.159,/contato,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,id=78&ref=promo,,session_id=c2f2a535-14c2-4660-b8f1-5f1d664a52ac; theme=dark,154,4,8738da9ebe0d26ebcae176c0b25f2dda,BR,0.89,established,normal,none
e6a1cb64,173.101.67.97,/produtos,GET,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=d7947429-3d4a-49e3-a42d-fbb97af3f3cc; theme=dark,107,13,12189fd2505e757f2f86758aa211f6a8,IN,0.93,established,normal,none
b1adea37,109.13.224.119,/search,POST,sqlmap/1.5.8#dev (http://sqlmap.org),Content-Type: text/html; Accept-Language: pt-BR,,,session_id=59277e49-9bc1-458c-b412-0c7e5c974358;,164,50,da9fdc9953afc9a44c4556f7baba0a97,BR,0.37,previously_flagged,suspeita,bot
5fcb492f,145.154.227.246,/api/pedidos,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=0bdd50a0-b610-4a49-b1c7-9ea7ce9d830d; theme=dark,656,14,c56ee961e6b61e7b05f90acf7781d092,BR,0.74,established,normal,none
6310207d,213.163.162.174,/home,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,id=16&ref=promo,,session_id=8770d96f-f1a0-43e5-84c3-72fad6b3f906; theme=dark,355,15,0d616f731338a0ff68a356279d4242f7,US,0.89,established,normal,none
56f10801,193.52.6.77,/download?file=..%2F..%2Fwindows%2Fwin.ini,DELETE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=48271c5d-fe81-49e0-84d3-54f1fd567f2d;,503,7,a95e8a069a757e632696aa4dcc9bc4ac,CN,0.08,new,suspeita,path_traversal
b3d9ae18,190.33.200.173,/home,POST,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""zpalmer"", ""pass"": ""******""}",session_id=ddd44066-03f0-4e1f-834c-0e7d0fa18142; theme=dark,789,1,1e9766e03d19aedc735d15ae4d30e196,BR,0.79,established,normal,none
28750bb2,192.183.106.127,/search,DELETE,Nmap Scripting Engine,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=67d0143a-af50-4229-8025-01e7134aa768;,574,35,afb5ba77e67ab86b5f2c5d0220fc2338,DE,0.36,previously_flagged,suspeita,bot
ee801137,135.68.239.203,/home,POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""cynthiapadilla"", ""pass"": ""******""}",session_id=7b7e2d11-1cb1-4569-b413-706f2ba99567; theme=dark,685,4,7824fc197750dfb8aafb7f15705e6b32,CN,0.86,established,normal,none
8335fa6c,209.205.148.4,/search,DELETE,python-requests/2.25.1,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=864d4dd3-8e0b-4efc-a1ca-6317f121abfc;,280,79,dc25e208f81e0770d2226717ed9b819b,FR,0.31,new,suspeita,bot
6f4e3aa0,41.5.129.219,/admin,DELETE,Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""' UNION SELECT null, username, password FROM users--""}",session_id=baf0da68-2694-4363-884d-d710cb9004a0;,519,25,50b1bd753b5484063cd10b22fbbdb499,RU,0.39,previously_flagged,suspeita,sqli
0af4cd0c,99.61.8.155,/api/users,PUT,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""admin' #""}",session_id=2660a1b9-4a4f-42db-9703-e4aedf30c4fa;,368,11,d9e685debf165159f8cf7737780d92fc,US,0.18,previously_flagged,suspeita,sqli
46f9cccb,144.123.129.158,/download?file=..%2F..%2Fwindows%2Fwin.ini,POST,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=54ddfe79-52f0-4f2f-ab47-8c29d95c8ae6;,726,3,a18e85eb2e0983b010572215693f769b,BR,0.41,new,suspeita,path_traversal
f30caa14,200.11.38.80,/contato,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=c663fc40-75db-4b42-9b5f-ed31fb5ab887; theme=dark,479,1,158d89da35c7c863730ed0e2856cd808,FR,0.73,established,normal,none
dba22e10,190.162.54.160,/login,DELETE,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=e2fb1e13-e4d2-4912-9527-7cb4402d96aa;,538,4708,d4e3d88776236505dceb7d7f47d575f8,CN,0.02,new,suspeita,dos
b762c0dc,107.191.215.97,/login,POST,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,Content-Type: application/json; Accept-Language: pt-BR,,"{""username"": ""rodriguezrichard"", ""pass"": ""******""}",session_id=2cb63f5b-46ac-4b38-aa4b-e43cd86e0f29; theme=dark,225,7,5732373430b52e2d95d7626638767b6c,BR,0.98,new,normal,none
fa4adc0c,213.148.78.150,/home,GET,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=dc996068-8db0-4bd4-bd10-589ca25bbce1; theme=dark,584,8,b19fc1f5424d5badfa120399d1814712,DE,0.96,new,normal,none
266dfea6,99.11.82.96,/download?file=/var/www/html/../../../etc/shadow,DELETE,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,Content-Type: text/html; Accept-Language: pt-BR,,,session_id=62c396cb-2151-40a4-8c3a-b9db3c30822c;,464,30,596edf5228f20f506035c4b723f1b871,IN,0.49,new,suspeita,path_traversal
